,title,page_id,quality
1617,Trondheim Airport,303381,GA
1618,Philomela,83096,GA
1619,Harry Potter and the Goblet of Fire,259128,GA
1620,Field (mathematics),10603,GA
1621,Dictum of Kenilworth,8838,GA
1622,Orkneyinga saga,95838,GA
1623,Kakinomoto no Hitomaro,17303,GA
1624,High Speed 1,98649,GA
1625,Negative resistance,237770,GA
1626,Averroes,47836,GA
1627,Thurstan,157987,GA
1628,Stephen Breyer,168850,GA
1629,Kenny McCormick,152995,GA
1630,Henry Wadsworth Longfellow,66240,GA
1631,CT scan,50982,GA
1632,William Beebe,205787,GA
1633,Finding Nemo,239587,GA
1634,Bruce Dickinson,255405,GA
1635,Coral,47700,GA
1636,USS Admiralty Islands,200430,GA
1637,Bharatiya Janata Party,149330,GA
1638,The Lord of the Rings,29798,GA
1639,Garamond,194570,GA
1640,"Margaret, Maid of Norway",39843,GA
1641,Animal husbandry,219640,GA
1642,Game Gear,29027,GA
1643,Woolworth Building,269156,GA
1644,Live at Leeds,164518,GA
1645,Gordon Brown,13076,GA
1646,Islands of the Clyde,15252,GA
1647,Cicada,54592,GA
1648,Wyoming-class battleship,294509,GA
1649,Gamal Abdel Nasser,51879,GA
1650,Smaug,58101,GA
1651,Battles of Saratoga,67425,GA
1652,Grindcore,13137,GA
1653,Thunderball (novel),276145,GA
1654,Lana Turner,179105,GA
1655,R. J. Mitchell,39031,GA
1656,Crater Lake,106285,GA
1657,John of Brienne,182917,GA
1658,Ramones (album),194896,GA
1659,No Jacket Required,244827,GA
1660,Airbus A330,164939,GA
1661,Watership Down,67317,GA
1662,Jacques Villeneuve,64258,GA
1663,San Diego,28504,GA
1664,SpongeBob SquarePants (character),192341,GA
1665,Domestication,142586,GA
1666,HMS Cornwall (1902),193115,GA
1667,Royal Philharmonic Orchestra,167819,GA
1668,Lauryn Hill,162864,GA
1669,New Jersey Route 18,80802,GA
1670,Soundgarden,40321,GA
1671,1977 (Ash album),197107,GA
1672,Astrid Kirchherr,81565,GA
1673,Taxonomy (biology),30463,GA
1674,Santa's Little Helper,64944,GA
1675,Seamount,167647,GA
1676,Dirac delta function,37021,GA
1677,Keith Richards,157487,GA
1678,Pneumothorax,286359,GA
1679,River Welland,150030,GA
1680,Holborn tube station,211834,GA
1681,Meryl Streep,63390,GA
1682,"Blackford County, Indiana",96144,GA
1683,D.C. United,234907,GA
1684,Keystone species,230342,GA
1685,Prostate,55924,GA
1686,Leofric (bishop),98152,GA
1687,USS Arkansas (BB-33),207089,GA
1688,"Lincolnshire, Illinois",111476,GA
1689,Bede,4041,GA
1690,Cy Young,6849,GA
1691,Moscovium,67514,GA
1692,Consciousness,5664,GA
1693,Simon & Garfunkel,26823,GA
1694,Ida Tarbell,196063,GA
1695,European Coal and Steel Community,9577,GA
1696,Oswald of Northumbria,28672,GA
1697,HMS Hampshire (1903),69733,GA
1698,Julius Nepos,51189,GA
1699,Adrastea (moon),2577,GA
1700,Ralph Abernathy,179501,GA
1701,Lihou,149088,GA
1702,Roskilde,80269,GA
1703,Serval,275223,GA
1704,Lucian,165457,GA
1705,Chimpanzee,7844,GA
1706,New Jersey Route 34,83564,GA
1707,Super Mario RPG,88522,GA
1708,Marc Bloch,19665,GA
1709,Botanical garden,69427,GA
1710,Philadelphia nativist riots,291301,GA
1711,Sea urchin,66152,GA
1712,"James Brudenell, 7th Earl of Cardigan",197227,GA
1713,Silver Age of Comic Books,98279,GA
1714,Unisphere,101147,GA
1715,Three utilities problem,58862,GA
1716,HMS Kent (1901),191398,GA
1717,Ender's Game,58901,GA
1718,Poultry,23197,GA
1719,Independence Day (1996 film),52389,GA
1720,New Jersey Route 12,99530,GA
1721,Wizards of the Coast,146563,GA
1722,Krusty the Clown,64852,GA
1723,Hummingbird,70649,GA
1724,Etymologiae,141338,GA
1725,Chamunda,101202,GA
1726,Calgary International Airport,293781,GA
1727,USS Michigan (BB-27),197046,GA
1728,Noldor,65288,GA
1729,The Number of the Beast (album),159304,GA
1730,Mount Washington,156960,GA
1731,Hugo Steinhaus,71735,GA
1732,Chough,217316,GA
1733,Weather,33978,GA
1734,Violeta Chamorro,264238,GA
1735,Garage rock,149100,GA
1736,Balrog,64042,GA
1737,Glastonbury,59617,GA
1738,Red Dwarf,25721,GA
1739,Black-footed cat,272964,GA
1740,Dhumavati,100559,GA
1741,Maggie Simpson,64276,GA
1742,TIE fighter,50795,GA
1743,Pruitt–Igoe,219959,GA
1744,David Fincher,8079,GA
1745,Lawrencium,17746,GA
1746,Bunnies & Burrows,4915,GA
1747,Final Fantasy IV,52754,GA
1748,American black duck,250759,GA
1749,"Ron ""Pigpen"" McKernan",186837,GA
1750,Lisa Marie Varon,305382,GA
1751,Blond Ambition World Tour,310007,GA
1752,Tick,172273,GA
1753,Nitrogen,21175,GA
1754,Operation Dragoon,252167,GA
1755,Simpsons Roasting on an Open Fire,144500,GA
1756,New Jersey Route 68,162115,GA
1757,Bat'leth,310912,GA
1758,Little Boy,18597,GA
1759,Christiaan Huygens,42127,GA
1760,Wilhelm Steinitz,167866,GA
1761,Ohlone,288302,GA
1762,Kumbakonam,72742,GA
1763,Víðarr,32692,GA
1764,Park Lane,192929,GA
1765,House sparrow,196147,GA
1766,Ad hominem,2226,GA
1767,Mississippi Burning,129410,GA
1768,Montreal Canadiens,42966,GA
1769,Mercyful Fate,164678,GA
1770,Altair,3078,GA
1771,Bill Gates,3747,GA
1772,Gerty Cori,252442,GA
1773,Providence College,239914,GA
1774,The Legend of Zelda (video game),165798,GA
1775,Newt Gingrich,179187,GA
1776,Anarchy Online,201490,GA
1777,Hakeem Olajuwon,256369,GA
1778,Junkers Ju 87,16590,GA
1779,"Pierson, Iowa",114365,GA
1780,James White (author),51128,GA
1781,Doraemon,8412,GA
1782,Cathay Dragon,235459,GA
1783,Animal testing,175596,GA
1784,Demographics of Croatia,5576,GA
1785,"Utica, New York",85435,GA
1786,"Alamogordo, New Mexico",125944,GA
1787,Bumblebee,197112,GA
1788,Emanuel Lasker,244649,GA
1789,Igbo people,265554,GA
1790,4 Vesta,47200,GA
1791,Prince Rupert of the Rhine,153673,GA
1792,Like a Virgin (album),175715,GA
1793,Brian Epstein,129194,GA
1794,My Neighbor Totoro,20669,GA
1795,Irene Dunne,177745,GA
1796,1975 Cricket World Cup,180351,GA
1797,Heart,36808,GA
1798,Sheffield,88885,GA
1799,Elijah Wood,163893,GA
1800,Joker (character),98301,GA
1801,Mary of Modena,180755,GA
1802,Inner Hebrides,143579,GA
1803,The Final Fantasy Legend,52763,GA
1804,Gregory of Nyssa,38020,GA
1805,Rachel Weisz,158448,GA
1806,RNA,25758,GA
1807,Zhu De,230932,GA
1808,Clotted cream,279576,GA
1809,Deus Ex (video game),8484,GA
1810,Northern storm petrel,224145,GA
1811,"Rohan, Middle-earth",63469,GA
1812,"Dayton, Ohio",8253,GA
1813,Sanzō Nosaka,210092,GA
1814,"Lake Worth Beach, Florida",109607,GA
1815,Star Trek: Enterprise,27074,GA
1816,The Secret of Monkey Island,80981,GA
1817,Mallard,230456,GA
1818,The Usual Suspects,167857,GA
1819,Henry VIII,14187,GA
1820,Lost Highway (film),204839,GA
1821,Soviet submarine K-222,65832,GA
1822,Bear,4400,GA
1823,Night of the Living Dead,30275,GA
1824,Sea of Japan naming dispute,182242,GA
1825,Lizzie McGuire,83464,GA
1826,Twyford Down,277942,GA
1827,Margaret Atwood,60280,GA
1828,Battle of Nanking,65712,GA
1829,National Gallery,98616,GA
1830,Stay Together for the Kids,143273,GA
1831,The Planets,49243,GA
1832,Vígríðr,88428,GA
1833,Peking Man,253340,GA
1834,Squid,38011,GA
1835,Orthodox Church in America,146919,GA
1836,Comics,145443,GA
1837,Cool Hand Luke,161897,GA
1838,Randy Travis,169981,GA
1839,Yamhad,241651,GA
1840,Skaði,70068,GA
1841,Coat of arms of England,304587,GA
1842,"John Neville, 1st Marquess of Montagu",248130,GA
1843,University of Surrey,167774,GA
1844,Unbreakable (film),32252,GA
1845,Horse,13645,GA
1846,Yasin al-Hashimi,216646,GA
1847,Stephen Hopkins (politician),230108,GA
1848,Friedrich Accum,287779,GA
1849,Winston Churchill,33265,GA
1850,Yoshi's Island,83554,GA
1851,Northern Expedition,233102,GA
1852,North American XB-70 Valkyrie,211782,GA
1853,City Lights,73401,GA
1854,Convex hull,40634,GA
1855,Gordon Banks,12277,GA
1856,Émile Durkheim,38218,GA
1857,Coronary artery bypass surgery,195248,GA
1858,Fin whale,230361,GA
1859,Cú Chulainn,86378,GA
1860,Eiji Tsuburaya,59361,GA
1861,Hypertension,77432,GA
1862,Tantalum,30048,GA
1863,Force,10902,GA
1864,Port Vale F.C.,203456,GA
1865,Wall Street (1987 film),58865,GA
1866,John Philip Sousa,39753,GA
1867,Leo II (emperor),252247,GA
1868,Joyce Kilmer,63173,GA
1869,Tiberius,30536,GA
1870,2001,34551,GA
1871,"Cheddar, Somerset",6427,GA
1872,James Inglis Hamilton,240597,GA
1873,Nimrod (album),197904,GA
1874,Mal Evans,129211,GA
1875,Anne Hyde,203546,GA
1876,R. K. Narayan,149895,GA
1877,Anna Maria Luisa de' Medici,292522,GA
1878,Louis I of Hungary,38740,GA
1879,Aztecs,53198,GA
1880,Tony Benn,100413,GA
1881,USS Tennessee (BB-43),196975,GA
1882,Everglades,87003,GA
1883,Interstate 87 (New York),93830,GA
1884,Lyme Park,154784,GA
1885,Metroid,176480,GA
1886,Salamander,29657,GA
1887,Wings of Desire,33121,GA
1888,Netball,21592,GA
1889,Christopher Lee,53494,GA
1890,Boudica,4517,GA
1891,The Nice,171055,GA
1892,New Jersey Route 10,99528,GA
1893,Folk metal,73594,GA
1894,Super Mario Land,153446,GA
1895,Holmium,13465,GA
1896,Agrippina the Elder,1556,GA
1897,Einsteinium,9479,GA
1898,Nazgûl,58644,GA
1899,Fatwa,11259,GA
1900,Tamaraw,256514,GA
1901,The Pebbles and Bamm-Bamm Show,182470,GA
1902,Irredentism,15226,GA
1903,Battle of Carillon,157366,GA
1904,Tengu,256124,GA
1905,Welsh Corgi,247458,GA
1906,Normandy landings,252854,GA
1907,Computational chemistry,6019,GA
1908,Schutzstaffel,27040,GA
1909,Philip Treacy,194097,GA
1910,Victorian era,32798,GA
1911,"Saint Paul, Minnesota",40469,GA
1912,Vs. (Pearl Jam album),262590,GA
1913,National Hurricane Center,255317,GA
1914,Paweł Jasienica,36854,GA
1915,Plymouth,23508,GA
1916,A Night to Remember (book),90143,GA
1917,Fleet Street,213492,GA
1918,Frederick Reines,155800,GA
1919,Acton Town tube station,235592,GA
1920,Ardhanarishvara,100511,GA
1921,Top Hat,61501,GA
1922,Avogadro constant,41545,GA
1923,Grandma Moses,104447,GA
1924,Hafizullah Amin,14280,GA
1925,Fly,63663,GA
1926,Polaris Sales Agreement,24815,GA
1927,Geography of Croatia,5575,GA
1928,Leonardo da Vinci,18079,GA
1929,Elizabeth Cady Stanton,43384,GA
1930,Reigate,219796,GA
1931,Selenium,27117,GA
1932,Damselfly,65009,GA
1933,Singapore,27318,GA
1934,Falkner Island,63946,GA
1935,Phish,24969,GA
1936,Tet Offensive,218181,GA
1937,Leo IV the Khazar,73953,GA
1938,Cher,80696,GA
1939,Oak,39696,GA
1940,Motivation,232495,GA
1941,The Castle of Cagliostro,89629,GA
1942,Self-harm,150374,GA
1943,Louis Braille,61410,GA
1944,Press Your Luck,60911,GA
1945,Harmonic series (mathematics),142488,GA
1946,Severn bore,51655,GA
1947,Sleipnir,27881,GA
1948,Lothlórien,64039,GA
1949,Battle of Marston Moor,68771,GA
1950,King Kong vs. Godzilla,11988,GA
1951,American Airlines Flight 191,246673,GA
1952,Kashrut,16881,GA
1953,Theodore I Laskaris,74219,GA
1954,Bifröst,4055,GA
1955,Atom Heart Mother,271068,GA
1956,Dunstan,8958,GA
1957,Yes (band),43975,GA
1958,Alexander Hamilton,40597,GA
1959,Sophocles,26984,GA
1960,Leslie speaker,284855,GA
1961,Siege of Carthage (Third Punic War),266649,GA
1962,USS Wisconsin (BB-9),196691,GA
1963,The Byrds,98648,GA
1964,Battle of Bennington,39204,GA
1965,Portrait of an American Family,306587,GA
1966,Sexual selection,26789,GA
1967,Philippines,23440,GA
1968,X Japan,305752,GA
1969,Heinkel He 111,174487,GA
1970,Mount Hood,183349,GA
1971,Patsy Cline,89644,GA
1972,Mars Society,19843,GA
1973,"Jesus College, Oxford",128345,GA
1974,Fifteenth Amendment to the United States Constitution,31667,GA
1975,Isobel Gowdie,207949,GA
1976,Paul Kelly (Australian musician),43292,GA
1977,Louis XVIII,62114,GA
1978,John Ogilby,142651,GA
1979,Gary Gygax,12848,GA
1980,Sum 41,153364,GA
1981,East Carolina University,89488,GA
1982,Stefan Vladislav,256527,GA
1983,Heraclius,13956,GA
1984,New Jersey Route 64,158490,GA
1985,National Register of Historic Places,64065,GA
1986,Josef Mengele,84508,GA
1987,Slipknot (album),159162,GA
1988,Physical Graffiti,50246,GA
1989,Deftones,103959,GA
1990,Justin I,47969,GA
1991,Villanelle,32683,GA
1992,Prion,23048,GA
1993,Love Hina,76793,GA
1994,Sputnik 1,28484,GA
1995,Nobel Prize,21201,GA
1996,Prime number,23666,GA
1997,USS North Dakota (BB-29),191493,GA
1998,Nablus,233369,GA
1999,Silicon,27114,GA
2000,Dylan Thomas,8783,GA
2001,Derivative,7921,GA
2002,Hawker Hunter,265857,GA
2003,Neriglissar,69689,GA
2004,Polonium,23325,GA
2005,"Juniata County, Pennsylvania",91950,GA
2006,Half-Life (video game),52816,GA
2007,Milla Jovovich,159547,GA
2008,Archaeoastronomy,2864,GA
2009,Escape from New York,9835,GA
2010,New Jersey Route 87,231339,GA
2011,Debut (Björk album),197943,GA
2012,FLCL,173330,GA
2013,John Peckham,142601,GA
2014,Néstor Kirchner,230189,GA
2015,Migraine,21035,GA
2016,"Sultan, Washington",138242,GA
2017,"Spokane, Washington",138268,GA
2018,Genetic code,12385,GA
2019,Ville Valo,157058,GA
2020,"Galveston, Texas",53840,GA
2021,Yazdegerd I,140676,GA
2022,Sam & Max,27766,GA
2023,James Naismith,86346,GA
2024,Ankh,245791,GA
2025,Diabetic ketoacidosis,56526,GA
2026,Richmond Park,150742,GA
2027,European polecat,291913,GA
2028,John Edward Brownlee,233736,GA
2029,Queen Camilla,160811,GA
2030,Fantasia (1940 film),73460,GA
2031,Bristol Parkway railway station,89473,GA
2032,Dog Day Afternoon,101914,GA
2033,Flood (They Might Be Giants album),42632,GA
2034,Little egret,273665,GA
2035,David Starkey,211641,GA
2036,Hepatitis C,71491,GA
2037,Ureter,188325,GA
2038,Al Franken,251879,GA
2039,Progress Party (Norway),161672,GA
2040,Nouakchott,51592,GA
2041,Third Amendment to the United States Constitution,31654,GA
2042,Chloë Sevigny,219361,GA
2043,Bughouse chess,146660,GA
2044,Synth-pop,126860,GA
2045,Sitting Bull,152833,GA
2046,Babrak Karmal,4463,GA
2047,Polish proverbs,103103,GA
2048,Interstate 97,78103,GA
2049,Silver,27119,GA
2050,Alfred North Whitehead,43395,GA
2051,Descent: FreeSpace – The Great War,307541,GA
2052,Ten (Pearl Jam album),213676,GA
2053,Commander Keen,37529,GA
2054,Decade of Aggression,214798,GA
2055,Pau Gasol,156093,GA
2056,"Coral Springs, Florida",109021,GA
2057,PJ Harvey,169214,GA
2058,Bowling Green State University,275181,GA
2059,James Milner,161459,GA
2060,Thallium,30309,GA
2061,Verrazzano-Narrows Bridge,287528,GA
2062,Factorial,10606,GA
2063,Global Climate Coalition,13089,GA
2064,Annie Hall,66870,GA
2065,Type 2 diabetes,154502,GA
2066,Manu Ginóbili,147041,GA
2067,Boeing E-3 Sentry,10384,GA
2068,Freaks (1932 film),73494,GA
2069,Pelagianism,24986,GA
2070,Vitamin A,54114,GA
2071,Jeff Bezos,142528,GA
2072,Sestina,28829,GA
2073,Portsmouth,24207,GA
2074,Jadwiga of Poland,16419,GA
2075,Martha Washington Hotel,191263,GA
2076,Art Tatum,152557,GA
2077,Macrinus,20633,GA
2078,Anaximenes of Miletus,1748,GA
2079,Governor of Maryland,101141,GA
2080,Take Off Your Pants and Jacket,143261,GA
2081,Theodosius I,31131,GA
2082,New Jersey Route 162,266760,GA
2083,Hyperbolic spiral,183045,GA
2084,Román Baldorioty de Castro,248692,GA
2085,Greylag goose,198766,GA
2086,Tuatara,30786,GA
2087,Yaoi,54946,GA
2088,Super Mario Bros. 3,81111,GA
2089,Michael Kenna (politician),43821,GA
2090,Lisa's Rival,240712,GA
2091,England,9316,GA
2092,Codex Sinaiticus,27916,GA
2093,Revolution (Beatles song),147107,GA
2094,Forrest Gump,41528,GA
2095,Free abelian group,247296,GA
2096,Meerkat,208053,GA
2097,Moore's law,39418,GA
2098,Petronius Maximus,260856,GA
2099,Warg,58115,GA
2100,Hermann Göring,13487,GA
2101,Andrew Fisher,70970,GA
2102,Puck (moon),53348,GA
2103,"Meridian, Mississippi",106031,GA
2104,Henry Morgan,105060,GA
2105,Partial Nuclear Test Ban Treaty,30592,GA
2106,Mario Kart: Super Circuit,36735,GA
2107,Graham Chapman,13024,GA
2108,Eurovision Song Contest 1991,185192,GA
2109,Dave Arneson,211855,GA
2110,Alexis Herman,152799,GA
2111,Ethics,9258,GA
2112,New Jersey Route 139,261602,GA
2113,Bart the General,223482,GA
2114,"Coeur d'Alene, Idaho",110718,GA
2115,Arbroath,75555,GA
2116,No Strings Attached (NSYNC album),195640,GA
2117,Berengaria of Castile,179431,GA
2118,One-nation conservatism,126192,GA
2119,Greater scaup,268647,GA
2120,Super Mario Sunshine,149592,GA
2121,New Jersey Route 23,99842,GA
2122,Open-source license,22290,GA
2123,New Jersey Route 17,99536,GA
2124,The Downward Spiral,9441,GA
2125,Flag of Italy,297853,GA
2126,Daniel Radcliffe,153295,GA
2127,Raëlism,25915,GA
2128,Kingston upon Hull,56474,GA
2129,The White Stripes,168617,GA
2130,Orkney,22645,GA
2131,Prague Spring,23821,GA
2132,Robert Cade,246157,GA
2133,Bell Boeing V-22 Osprey,32814,GA
2134,Spider-Man (2002 film),146947,GA
2135,Marbury v. Madison,20715,GA
2136,Chinese characters,91231,GA
2137,Obesity,56435,GA
2138,New Jersey Route 77,214214,GA
2139,Eric Cartman,92134,GA
2140,Jailhouse Rock (film),125563,GA
2141,New Jersey Route 45,101368,GA
2142,Franz Schubert,44888,GA
2143,The Rape of Nanking (book),65735,GA
2144,Guy Ritchie,91084,GA
2145,The Powerpuff Girls,51679,GA
2146,Osmium,22304,GA
2147,New Jersey Route 7,99526,GA
2148,Operation Tonga,252846,GA
2149,Snow,28191,GA
2150,Chlorine,5667,GA
2151,Alternative rock,167409,GA
2152,Karl Marx,16743,GA
2153,Yuri (genre),70801,GA
2154,Star Wars: Episode II – Attack of the Clones,50957,GA
2155,"Bellaire, Texas",135997,GA
2156,King's College London,158483,GA
2157,Pterosaur,24824,GA
2158,Binary search tree,4320,GA
2159,New York Jets,21721,GA
2160,Leslie Andrew,262989,GA
2161,York,34361,GA
2162,George Washington Bridge,186703,GA
2163,Jim Corbett National Park,286604,GA
2164,Woodpecker,210845,GA
2165,Admiral Ackbar,163017,GA
2166,Liliaceae,167883,GA
2167,RAF Coastal Command,159961,GA
2168,Society,37235,GA
2169,The Clash,30423,GA
2170,Commandaria,244372,GA
2171,Aquemini,148904,GA
2172,Walmer Castle,258997,GA
2173,Phantasy Star (video game),145427,GA
2174,Bird migration,201943,GA
2175,FIFA World Cup Trophy,16383,GA
2176,Crime and Punishment,133874,GA
2177,Edmund the Martyr,153259,GA
2178,USS Takanis Bay,199001,GA
2179,Richard Hamming,99326,GA
2180,WWT Slimbridge,142022,GA
2181,Iyengar Yoga,196789,GA
2182,Stanisław Lem,26790,GA
2183,Eurasian wryneck,255544,GA
2184,Selena,69795,GA
2185,Life,18393,GA
2186,Mae Jemison,201525,GA
2187,Brooklyn Bridge,47742,GA
2188,New Jersey Route 208,275868,GA
2189,Framlingham Castle,127860,GA
2190,USS Nebraska (BB-14),189832,GA
2191,Brown pelican,214296,GA
2192,Mike Shinoda,145532,GA
2193,Richard of Dover,157921,GA
2194,Oscar Wilde,22614,GA
2195,Novalis,214866,GA
2196,Toronto Argonauts,254163,GA
2197,Axl Rose,150056,GA
2198,Astrid Lindgren,37413,GA
2199,Hormizd III,140491,GA
2200,Brandenburg-Prussia,242698,GA
2201,Labyrinth (1986 film),177906,GA
2202,Ezri Dax,308872,GA
2203,KFC,37404,GA
2204,Rez (video game),101230,GA
2205,Bored of the Rings,59748,GA
2206,Shahrbaraz,161354,GA
2207,ZX Spectrum,34467,GA
2208,Olivia de Havilland,88833,GA
2209,"University of California, Santa Cruz",31923,GA
2210,Dunstanburgh Castle,98958,GA
2211,"Mobile, Alabama",20952,GA
2212,Jodrell Bank Observatory,165320,GA
2213,Special Air Service Regiment,195077,GA
2214,USS Oklahoma (BB-37),192181,GA
2215,Goldberry,63461,GA
2216,Hawker Siddeley Harrier,14314,GA
2217,Paleontology,23084,GA
2218,USS Maryland (BB-46),205967,GA
2219,Cluj-Napoca,97404,GA
2220,USS South Carolina (BB-26),204148,GA
2221,Brown v. Board of Education,66402,GA
2222,Star Trek: Insurrection,157239,GA
2223,Fulla,69578,GA
2224,Ishe Komborera Africa,249461,GA
2225,Freemasonry,11227,GA
2226,Cary Grant,38965,GA
2227,Idiopathic intracranial hypertension,25161,GA
2228,Battle of Vauchamps,157760,GA
2229,Scarface (1932 film),76331,GA
2230,Atlantic City Expressway,262321,GA
2231,The Phantom of the Opera (2004 film),308856,GA
2232,Jack Russell Terrier,206183,GA
2233,Star Control,156252,GA
2234,Homer's Odyssey (The Simpsons),168290,GA
2235,Power pop,170909,GA
2236,Peckforton Castle,39606,GA
2237,"Hyde Park, London",211289,GA
2238,HMS Ben-my-Chree,232997,GA
2239,Olaf Guthfrithson,163841,GA
2240,Hidden Treasures (EP),60305,GA
2241,Upsilon Andromedae,246805,GA
2242,Upanishads,80666,GA
2243,Willow (1988 film),198313,GA
2244,Tux Racer,159320,GA
2245,Bree (Middle-earth),77925,GA
2246,Serpico,163459,GA
2247,Magnus II of Norway,179847,GA
2248,Mother (video game series),303961,GA
2249,Mewtwo,158357,GA
2250,Jurassic Coast,270839,GA
2251,Isaac I Komnenos,73529,GA
2252,Charles I of Hungary,70219,GA
2253,Crewe Alexandra F.C.,69438,GA
2254,Matthias Corvinus,272105,GA
2255,"Cooper, Texas",135760,GA
2256,Washington Irving,33726,GA
2257,Freedom fries,197435,GA
2258,Council of the European Union,5866,GA
2259,Born to Run,202460,GA
2260,Seventeenth Amendment to the United States Constitution,31669,GA
2261,Neon Genesis Evangelion,21711,GA
2262,Valkyrie,70798,GA
2263,Franz Liszt,67379,GA
2264,Livermorium,62198,GA
2265,CSS Scorpion,60533,GA
2266,Peroz I,140497,GA
2267,West Ham United F.C.,46417,GA
2268,"Bacliff, Texas",135916,GA
2269,Voodoo (D'Angelo album),202671,GA
2270,Starflight,310917,GA
2271,The Texas Chain Saw Massacre,29781,GA
2272,Konstantin Stanislavski,17318,GA
2273,Quantock Hills,241117,GA
2274,Barry Zito,145542,GA
2275,Taurus (constellation),29984,GA
2276,Jacobo Árbenz,170713,GA
2277,Stephen Jay Gould,27875,GA
2278,U.S. Route 46,266743,GA
2279,Tamar of Georgia,37762,GA
2280,XTC,34145,GA
2281,"Davenport, Iowa",8599,GA
2282,Geri and Freki,12457,GA
2283,Homo ergaster,276745,GA
2284,John Byrne (comics),75920,GA
2285,Fourteenth Amendment to the United States Constitution,31666,GA
2286,Capybara,6776,GA
2287,Yeardley Smith,34351,GA
2288,Oxford Street,229195,GA
2289,Aleister Crowley,1177,GA
2290,2008 Summer Olympics,77745,GA
2291,Stuart Sutcliffe,125311,GA
2292,Isengard,199002,GA
2293,Bronisław Malinowski,225244,GA
2294,Westway (London),296108,GA
2295,St Pancras railway station,311178,GA
2296,S-CRY-ed,290407,GA
2297,Kowloon Walled City,269024,GA
2298,American Graffiti,68124,GA
2299,Cricket at the 1900 Summer Olympics,228482,GA
2300,SMS Zrínyi,187834,GA
2301,ZX81,34475,GA
2302,Trie,31274,GA
2303,Phil Lynott,300561,GA
2304,Upminster,94338,GA
2305,New Jersey Route 62,158480,GA
2306,Callimachus,97080,GA
2307,Thulium,30047,GA
2308,Vitamin C,32509,GA
2309,Mobile Suit Gundam SEED,253056,GA
2310,Jim Laker,263478,GA
2311,Jungle cat,272940,GA
2312,Francis Pharcellus Church,49431,GA
2313,Adaptation (film),200626,GA
2314,Folate,54117,GA
2315,Country Joe and the Fish,204974,GA
2316,Hyacinthoides non-scripta,153112,GA
2317,K Foundation Burn a Million Quid,75159,GA
2318,Empire State Building,9736,GA
2319,English Poor Laws,204287,GA
2320,Ask and Embla,1482,GA
2321,Glenn T. Seaborg,13120,GA
2322,Romblon,240407,GA
2323,Dysprosium,8102,GA
2324,The Colour and the Shape,274161,GA
2325,Aladdin (1992 Disney film),73170,GA
2326,Basil II,46426,GA
2327,New Jersey Route 38,83608,GA
2328,Jovian (emperor),144811,GA
2329,NeXT,21694,GA
2330,Euston Road,231036,GA
2331,Echinoderm,43143,GA
2332,Geoffrey A. Landis,73682,GA
2333,European robin,57008,GA
2334,SAS Institute,194872,GA
2335,Fólkvangr,88022,GA
2336,Plan 9 from Bell Labs,24226,GA
2337,The Serpentine,273889,GA
2338,Annika Sörenstam,102100,GA
2339,Ronin (film),163438,GA
2340,Neo soul,215903,GA
2341,Ferruccio Busoni,202343,GA
2342,Saab JAS 39 Gripen,87577,GA
2343,London King's Cross railway station,87679,GA
2344,Narwhal,53484,GA
2345,Mia Hamm,157470,GA
2346,Nine-ball,21609,GA
2347,Rickey Henderson,65453,GA
2348,Christian metal,211913,GA
2349,Woodrow Wilson,33523,GA
2350,Waylon Jennings,39086,GA
2351,Boston Massacre,82254,GA
2352,Aram Khachaturian,232847,GA
2353,William Blackstone,221256,GA
2354,Cunard Line,95374,GA
2355,Americium,900,GA
2356,New Jersey Route 88,231342,GA
2357,Herm,69371,GA
2358,Battle of Manzikert,148732,GA
2359,Adam's Song,143266,GA
2360,Parliament Hill,87696,GA
2361,Klondike Gold Rush,192748,GA
2362,Trans-Alaska Pipeline System,197732,GA
2363,Thunderstorm,70807,GA
2364,River Arun,305233,GA
2365,Tungsten,30046,GA
2366,"Widerstehe doch der Sünde, BWV 54",229270,GA
2367,French Sudan,290082,GA
2368,Mount Baker,20897,GA
2369,Mikoyan-Gurevich I-250,304230,GA
2370,SEPECAT Jaguar,176232,GA
2371,Eugene V. Debs,50538,GA
2372,Stephen Báthory,28407,GA
2373,Thick as a Brick,161374,GA
2374,Burebista,252772,GA
2375,Alaska Airlines,264796,GA
2376,Berkelium,3758,GA
2377,Education,9252,GA
2378,Van Morrison,78262,GA
2379,Entoprocta,237052,GA
2380,Jean-François Champollion,55434,GA
2381,SS Great Britain,90456,GA
2382,Coevolution,190835,GA
2383,"Darrington, Washington",138197,GA
2384,Abraham Lincoln,307,GA
2385,Third Epistle of John,30964,GA
2386,Mammal,18838,GA
2387,Fear of a Black Planet,301994,GA
2388,Divine command theory,250856,GA
2389,The Color of Money,168561,GA
2390,The Years of Rice and Salt,299323,GA
2391,Möbius strip,37817,GA
2392,Shoot 'em up,252981,GA
2393,Themistocles,31069,GA
2394,Dictatorship,9033,GA
2395,GoldenEye,268833,GA
2396,Ted Kennedy,184136,GA
2397,Hugh Grant,170779,GA
2398,"Harrison County, Indiana",96117,GA
2399,Asteroids (video game),785,GA
2400,Numerical integration,170089,B
2401,"Antelope, Oregon",130986,B
2402,Sopwith Camel,152993,B
2403,Anne of Green Gables,58406,B
2404,Scotch whisky,28896,B
2405,Republic of Ireland,14560,B
2406,United Kingdom,31717,B
2407,Hawaii,13270,B
2408,Conservative Party (UK),32113,B
