,title,page_id,quality
2516,"Erie, Pennsylvania",132482,C
2517,"Fairview Township, Erie County, Pennsylvania",132483,C
2518,Isaac Rosenberg,132747,C
2519,"Delaware Township, Juniata County, Pennsylvania",132796,C
2520,"East Waterford, Pennsylvania",132797,C
2521,Second law of thermodynamics,133017,C
2522,"Laurel Run, Pennsylvania",133067,C
2523,"Eldred Township, McKean County, Pennsylvania",133183,C
2524,"Foster Township, McKean County, Pennsylvania",133184,C
2525,Addington Palace,133251,C
2526,Bugsy,133480,C
2527,"Lower Saucon Township, Pennsylvania",133481,C
2528,"Shamokin Township, Pennsylvania",133535,C
2529,"Butler Township, Schuylkill County, Pennsylvania",133638,C
2530,The Piano,133688,C
2531,"Bridgewater Township, Pennsylvania",133847,C
2532,"Brooklyn Township, Pennsylvania",133848,C
2533,"Choconut Township, Susquehanna County, Pennsylvania",133849,C
2534,"Clifford Township, Susquehanna County, Pennsylvania",133850,C
2535,"Forest Lake Township, Susquehanna County, Pennsylvania",133853,C
2536,"Elk Township, Tioga County, Pennsylvania",133899,C
2537,"Cherrytree Township, Pennsylvania",133954,C
2538,"Clinton Township, Venango County, Pennsylvania",133955,C
2539,"Cranberry Township, Venango County, Pennsylvania",133959,C
2540,Mountain bike,134572,C
2541,"Vermillion, South Dakota",134785,C
2542,"Charleston, Tennessee",135090,C
2543,"Greeneville, Tennessee",135195,C
2544,"Dandridge, Tennessee",135251,C
2545,"Smyrna, Tennessee",135350,C
2546,"Jonesborough, Tennessee",135407,C
2547,"McMinnville, Tennessee",135403,C
2548,"Shavano Park, Texas",135504,C
2549,"Commerce, Texas",136170,C
2550,"Colleyville, Texas",136636,C
2551,"Vernon, Texas",136796,C
2552,"Wichita Falls, Texas",136795,C
2553,"Teterboro, New Jersey",136900,C
2554,"Saxis, Virginia",137487,C
2555,"Tangier, Virginia",137488,C
2556,"Bon Air, Virginia",137544,C
2557,"Reston, Virginia",137589,C
2558,"Springfield, Virginia",137592,C
2559,"Tysons, Virginia",137593,C
2560,"Vienna, Virginia",137594,C
2561,"Abingdon, Virginia",137802,C
2562,"Appalachia, Virginia",137808,C
2563,"Colonial Beach, Virginia",137806,C
2564,"Medina, Washington",138017,C
2565,Novodevichy Cemetery,138326,C
2566,"Morgantown, West Virginia",138536,C
2567,"Delmar, Wisconsin",138803,C
2568,"Pensaukee, Wisconsin",139468,C
2569,"Mequon, Wisconsin",139520,C
2570,"Jump River (town), Wisconsin",139823,C
2571,"Little Black, Wisconsin",139824,C
2572,"Grand Rapids, Wisconsin",140028,C
2573,"Hiles, Wood County, Wisconsin",140031,C
2574,Antonia Fraser,140356,C
2575,Kavad II,140485,C
2576,Penny,140487,C
2577,Postman Pat,140614,C
2578,Bahram V,140698,C
2579,Torpedo tube,140697,C
2580,Northwest Ordinance,140997,C
2581,Tanning (leather),140990,C
2582,XScale,140989,C
2583,Chess problem,141203,C
2584,Steroid,141922,C
2585,Battle of Cambrai (1917),142296,C
2586,Blenheim Palace,142294,C
2587,Lucy Liu,142548,C
2588,Jimmy Chamberlin,142678,C
2589,Sea turtle,142905,C
2590,Argyll and Bute,143030,C
2591,North Ayrshire,143039,C
2592,Jeff Wayne's Musical Version of The War of the Worlds,143251,C
2593,Synesius,143253,C
2594,The War of the Worlds (1938 radio drama),143247,C
2595,Medical ultrasound,143357,C
2596,Pebble-bed reactor,143354,C
2597,Indie rock,143486,C
2598,Indira Gandhi International Airport,143494,C
2599,With a Little Help from My Friends,143491,C
2600,Pietro Bembo,143597,C
2601,Ardennes,143706,C
2602,Total quality management,143996,C
2603,Zaphod Beeblebrox,143994,C
2604,Gallium arsenide,144143,C
2605,Flagellation,144247,C
2606,"Assens, Denmark",144318,C
2607,Bogense,144320,C
2608,Skævinge,144307,C
2609,Charles Sheffield,144413,C
2610,Sub Pop,144539,C
2611,Baldwin IV of Jerusalem,144682,C
2612,The Purloined Letter,144688,C
2613,Yin and yang,144804,C
2614,Atlas Air,144925,C
2615,River Thurne,145183,C
2616,Mount Royal,145280,C
2617,Mexican Revolution,145401,C
2618,Tårnby Municipality,145510,C
2619,The Face Behind the Mask (1941 film),145608,C
2620,Aabybro Municipality,145722,C
2621,Aars,145723,C
2622,420 (cannabis culture),145891,C
2623,Michel Legrand,145886,C
2624,Diamondoid,146019,C
2625,Oggy Oggy Oggy,146017,C
2626,Player piano,146012,C
2627,Bomb disposal,146382,C
2628,Defibrillation,146384,C
2629,Attack of the Killer B's,146732,C
2630,Persistence of Time,146731,C
2631,Christian Dior,147187,C
2632,Ruth Brown,147308,C
2633,Chaozhou,147447,C
2634,Clemson University,147456,C
2635,Bento,147696,C
2636,Laundry,147699,C
2637,Hormel Foods,147999,C
2638,Digital art,148113,C
2639,Interactive art,148121,C
2640,San Francisco Museum of Modern Art,148118,C
2641,John of Fordun,148239,C
2642,Holy Land,148545,C
2643,Blood diamond,148635,C
2644,Lunar Laser Ranging experiments,148634,C
2645,GeForce,148742,C
2646,GeForce FX series,148745,C
2647,Polyface Farm,149163,C
2648,RAF Kenley,149167,C
2649,Richard Leakey,149154,C
2650,"Požega, Croatia",149290,C
2651,Head Injuries,149496,C
2652,Place without a Postcard,149497,C
2653,Ludvig Holberg,149639,C
2654,Batley,149733,C
2655,Leeds and Liverpool Canal,149742,C
2656,Esholt,149974,C
2657,Cape Finisterre,150067,C
2658,Nennius,150065,C
2659,Passion of Jesus,150302,C
2660,"Devens, Massachusetts",150535,C
2661,"Midland, Michigan",150538,C
2662,"Niles, Michigan",150540,C
2663,"South Haven, Michigan",150537,C
2664,"Hannibal, Missouri",150755,C
2665,"Hickory, North Carolina",150818,C
2666,New Bedford River,150864,C
2667,Battle of Copenhagen (1801),150915,C
2668,Frederick III of Denmark,150914,C
2669,Frederick VIII of Denmark,150916,C
2670,"Catoosa, Oklahoma",150972,C
2671,Angelica Kauffman,151356,C
2672,John Smeaton,151584,C
2673,Rory McGrath,151583,C
2674,Divergence theorem,151864,C
2675,Shane Mosley,151863,C
2676,Districts of Hong Kong,151994,C
2677,George Miller (filmmaker),152157,C
2678,Christian views on magic,152368,C
2679,Jean-Andoche Junot,152364,C
2680,Nuclide,152464,C
2681,Optic nerve,152465,C
2682,Pudsey,152467,C
2683,Bertrand Barère,152726,C
2684,Elfquest,152854,C
2685,Hugh Gaitskell,153094,C
2686,Manchu language,153218,C
2687,Bavarian language,153500,C
2688,Mensa International,153502,C
2689,Edmund Grindal,153629,C
2690,RCA connector,153626,C
2691,Zamość,153627,C
2692,Croxden Abbey,153704,C
2693,Postgraduate education,153981,C
2694,Salzgitter,154115,C
2695,Titian,154239,C
2696,Georges Danton,154352,C
2697,Poperinge,154432,C
2698,Committee for Skeptical Inquiry,154826,C
2699,Swinging (sexual practice),154823,C
2700,Technophobia,154825,C
2701,Richard Murdoch,154938,C
2702,Mstislav Rostropovich,155166,C
2703,Billy Bragg,155572,C
2704,French East India Company,156062,C
2705,Gruff Rhys,156548,C
2706,Stepin Fetchit,156546,C
2707,Council Tax,156661,C
2708,Baarle-Hertog,156823,C
2709,Fonzie,156809,C
2710,Tata Group,156818,C
2711,Mary Hansen,156907,C
2712,Law of large numbers,157055,C
2713,Locked-in syndrome,157052,C
2714,National Science Foundation,157427,C
2715,Dykes to Watch Out For,157538,C
2716,Hybrid vehicle,157736,C
2717,Richard Briers,157729,C
2718,Romance of the Three Kingdoms,157837,C
2719,Letter of credence,158012,C
2720,Pedestrian crossing,158478,C
2721,Denis Sassou Nguesso,158608,C
2722,Fred Wedlock,159028,C
2723,Mathilde Bonaparte,159025,C
2724,Michael Atherton,159024,C
2725,Crozier,159153,C
2726,Nickelback,159344,C
2727,POV-Ray,159350,C
2728,Danzig (band),159489,C
2729,Static-X,159488,C
2730,Tourism in France,159621,C
2731,Tourism in Italy,159620,C
2732,Emanuel van Meteren,159786,C
2733,Silat Melayu,159932,C
2734,Talisman (board game),159924,C
2735,Harvest (Neil Young album),160024,C
2736,Zorro,160026,C
2737,Malayalam script,160283,C
2738,Richard Corben,160453,C
2739,Andy Devine,160578,C
2740,Bristol Hercules,160706,C
2741,Civil service,160793,C
2742,Five Civilized Tribes,160925,C
2743,Stamford Raffles,160914,C
2744,Gopal Krishna Gokhale,161046,C
2745,William Hague,161041,C
2746,Barthélemy Catherine Joubert,161132,C
2747,Gerd von Rundstedt,161133,C
2748,Los Lobos,161395,C
2749,Timeline of Philippine political history,161394,C
2750,Monty (comic strip),161620,C
2751,Paddy Ashdown,161628,C
2752,United States Army Forces in the Far East,161621,C
2753,The Spy Who Came in from the Cold,161884,C
2754,Judgment (law),161977,C
2755,Last Judgment,161978,C
2756,Personal life,162456,C
2757,Special Broadcasting Service,162469,C
2758,Dirk Stikker,162650,C
2759,Cabinet of the United Kingdom,162790,C
2760,Hagiography,162789,C
2761,Pascal Couchepin,162794,C
2762,Mau Mau rebellion,163054,C
2763,Olympic National Park,163048,C
2764,Assault weapon,163205,C
2765,Culture of Mexico,163194,C
2766,John Burgoyne,163208,C
2767,Julia (1968 TV series),163452,C
2768,Last Tango in Paris,163456,C
2769,Constitution of the People's Republic of China,163574,C
2770,Oil platform,163806,C
2771,Mods and rockers,164282,C
2772,Tribute,164392,C
2773,Radio clock,164511,C
2774,Taylor Caldwell,164950,C
2775,Columbia Records,165108,C
2776,Pentium 4,165228,C
2777,Pentium II,165229,C
2778,Inigo Jones,165453,C
2779,Laissez-faire,165451,C
2780,Australian Senate,165705,C
2781,Rafting,165698,C
2782,World Monuments Fund,165703,C
2783,Duane Eddy,165857,C
2784,Industrial design,165851,C
2785,613 commandments,166133,C
2786,Immanuel Hermann Fichte,166132,C
2787,Mulled wine,166368,C
2788,Blaise Cendrars,166481,C
2789,Dirac (video compression format),166475,C
2790,Aladdin,166604,C
2791,Allan Kardec,166606,C
2792,Uriah Heep (band),166714,C
2793,Wishbone Ash,166731,C
2794,Reserve Officers' Training Corps,166843,C
2795,Georgi Markov,166992,C
2796,Brain transplant,167132,C
2797,Twin Earth thought experiment,167390,C
2798,Hohenems,167530,C
2799,Morrisons,167654,C
2800,Safeway (UK),167652,C
2801,Royal Shakespeare Company,167785,C
2802,Long Live Rock 'n' Roll,168050,C
2803,Ehud Barak,168212,C
2804,D'Angelo,168308,C
2805,Denholm Elliott,168307,C
2806,Teradata,168680,C
2807,Closure (psychology),168845,C
2808,Human skeleton,168848,C
2809,Laeken,168805,C
2810,Immunosuppression,168944,C
2811,Wilhelm Frick,168955,C
2812,"François Marie de Broglie, 1st Duke of Broglie",169116,C
2813,Pepsin,169118,C
2814,Family tree,169269,C
2815,History of the Cape Colony before 1806,169271,C
2816,Intuitionistic logic,169262,C
2817,Happiness,169409,C
2818,Nelly,169408,C
2819,Pleasure,169407,C
2820,Manic Street Preachers,169540,C
2821,Tito Ortiz,169662,C
2822,John Stewart Bell,169917,C
2823,"George Curzon, 1st Marquess Curzon of Kedleston",170081,C
2824,Lucius Quintus Cincinnatus Lamar,170309,C
2825,Starpath Supercharger,170537,C
2826,Wizardry,170547,C
2827,Elizabeth Peabody,170678,C
2828,Jump Jim Crow,170675,C
2829,Edward James Olmos,170984,C
2830,Happy Days,171103,C
2831,Leelee Sobieski,171099,C
2832,Ride (band),171195,C
2833,Countercurrent exchange,171317,C
2834,Frank Auerbach,171314,C
2835,Colby College,171807,C
2836,Rc (Unix shell),171918,C
2837,James Scullin,172019,C
2838,New Orleans rhythm and blues,172225,C
2839,Dassault Mirage III,172343,C
2840,The Age,172350,C
2841,Vertical Horizon,172458,C
2842,Roots revival,172540,C
2843,InterBase,172684,C
2844,Jim Diamond (singer),172801,C
2845,English poetry,173020,C
2846,John Stark,173016,C
2847,Panopticon,173299,C
2848,Traquair House,173296,C
2849,M1 carbine,173428,C
2850,Soul Edge,173426,C
2851,Avestan,173578,C
2852,Golden Gloves,173568,C
2853,Magic Knight Rayearth,173562,C
2854,Advanced Photo System,173702,C
2855,Enoch,173688,C
2856,Thorne–Żytkow object,173838,C
2857,Transpose,173844,C
2858,The Pilgrim's Progress,173974,C
2859,Unitary group,173993,C
2860,Bishops' Bible,174117,C
2861,United Artists,174319,C
2862,Common logarithm,174482,C
2863,Modularity theorem,174475,C
2864,Synchronization gear,174474,C
2865,Gravitational field,174782,C
2866,Russian Germans in North America,174774,C
2867,Bonampak,175061,C
2868,Hiram Johnson,175069,C
2869,"Waterloo, Belgium",175395,C
2870,Wavre,175396,C
2871,László Moholy-Nagy,175863,C
2872,Vernon L. Smith,175864,C
2873,Geoid,176244,C
2874,Macchi C.202 Folgore,176527,C
2875,Medium format,176660,C
2876,Roll film,176654,C
2877,Dunbar,176794,C
2878,Polikarpov I-16,176934,C
2879,Wetsuit,177213,C
2880,Kaveri,177299,C
2881,Cecil Taylor,177439,C
2882,Jumbo,177442,C
2883,Philosophy of history,177438,C
2884,Johnson Space Center,177571,C
2885,Ecological economics,177694,C
2886,Grace Moore,177818,C
2887,John Rhys-Davies,177801,C
2888,Moss,177938,C
2889,Snowy Mountains Scheme,177948,C
2890,Karasjok,178007,C
2891,Pachisi,178009,C
2892,Sara Suleri Goodyear,178261,C
2893,Ellison Onizuka,178328,C
2894,John MacBride,178325,C
2895,1950 British Empire Games,178733,C
2896,Black propaganda,178732,C
2897,Max Nordau,178972,C
2898,"Hamm, North Rhine-Westphalia",179125,C
2899,Urinary incontinence,179400,C
2900,Krefeld,179573,C
2901,Nara Prefecture,179765,C
2902,Science fiction film,179757,C
2903,Climate of Antarctica,179863,C
2904,The Hundred and One Dalmatians,179860,C
2905,Black Wednesday,180050,C
2906,Kansai dialect,180058,C
2907,Watercolor painting,180046,C
2908,Mary Stewart (novelist),180456,C
2909,Anni-Frid Lyngstad,180568,C
2910,Architecture of cathedrals and great churches,180750,C
2911,Cantons of Switzerland,180752,C
2912,Natalie Maines,180845,C
2913,Harry Frazee,181352,C
2914,Andrew Young,181510,C
2915,"Arlington, Massachusetts",182168,C
2916,Grave of the Fireflies,182164,C
2917,Democratic National Committee,182450,C
2918,Barrel racing,182600,C
2919,Site-specific art,182607,C
2920,Ron Grainer,182741,C
2921,Kronecker delta,182890,C
2922,Earth Girls Are Easy,183061,C
2923,Black Watch,183233,C
2924,Chaplain,183232,C
2925,"The Mark, Tom, and Travis Show (The Enema Strikes Back!)",183364,C
2926,Universal Plug and Play,183365,C
2927,Description logic,183503,C
2928,Alice Springs,183935,C
2929,John Cleves Symmes Jr.,183938,C
2930,Winter wren,183937,C
2931,Joseph Pulitzer,184194,C
2932,Studebaker,184192,C
2933,Thrush (bird),184393,C
2934,Jacob Frank,184504,C
2935,Arson,184695,C
2936,Long John Silver,184689,C
2937,Bernard Lewis,185034,C
2938,Doris Miller,185037,C
2939,Banaadir,185140,C
2940,Germ theory of disease,185259,C
2941,Scalability,185529,C
2942,Orlando di Lasso,185691,C
2943,Wireless,185868,C
2944,Douglas DC-8,186219,C
2945,Halle (Saale),186208,C
2946,Khanate of Sibir,186364,C
2947,A History of the English-Speaking Peoples,186502,C
2948,Mefloquine,186497,C
2949,Nickel–cadmium battery,186614,C
2950,Statistics Canada,186760,C
2951,John Sergeant (journalist),186889,C
2952,Battle of Suomussalmi,187309,C
2953,Brian Wilson Presents Smile,187562,C
2954,Family Guy,187586,C
2955,Amniocentesis,187698,C
2956,Amniotic sac,187700,C
2957,Stratford-upon-Avon and Midland Junction Railway,187957,C
2958,Cyst,188222,C
2959,John Moore (British Army officer),188226,C
2960,USS Brandywine,188233,C
2961,Acetabulum,188500,C
2962,Knee,188506,C
2963,Green politics,188641,C
2964,Northwestern State University,188638,C
2965,Acting Sheriff,188951,C
2966,Harrow School,188956,C
2967,Battle of Leyte Gulf,189095,C
2968,Esophageal achalasia,189093,C
2969,Rare disease,189092,C
2970,Desert Island Discs,189254,C
2971,Darryl Strawberry,189407,C
2972,Emden,189566,C
2973,Longueuil,189568,C
2974,Fire sprinkler system,189699,C
2975,Harry James,189700,C
2976,The Battle of the River Plate (film),189695,C
2977,Volkswagen Scirocco,189825,C
2978,Gonzaga University,190465,C
2979,Eurovision Song Contest 1982,190844,C
2980,Caroline Islands,191256,C
2981,Social group,191253,C
2982,Battle of the Falkland Islands,191388,C
2983,No Border network,191539,C
2984,RADIUS,191866,C
2985,Arthur Griffith,191992,C
2986,Pudding,191993,C
2987,Norris McWhirter,192247,C
2988,Wireless access point,192397,C
2989,Hans Memling,192503,C
2990,Cain and Abel,192648,C
2991,Azerbaijani language,192825,C
2992,Big Rip,192989,C
2993,Gustav Stresemann,192990,C
2994,Aluminium hydroxide,193294,C
2995,Mystery fiction,193291,C
2996,"George Villiers, 2nd Duke of Buckingham",193424,C
2997,Integration by substitution,193748,C
2998,Nuclear fuel cycle,194031,C
2999,Cyclic quadrilateral,194131,C
3000,Madame de Pompadour,194128,C
3001,Common-law marriage,194261,C
3002,Oscar Torp,194405,C
3003,3 Feet High and Rising,194539,C
3004,Daniel Pipes,194536,C
3005,The Flintstones (film),194664,C
3006,Anja Pärson,194815,C
3007,Petersen graph,194926,C
3008,Sarah Zettel,194927,C
3009,Nightline,195057,C
3010,Joint Chiefs of Staff,195322,C
3011,Zigbee,195337,C
3012,Charles Le Brun,195487,C
3013,Pavel Belyayev,195605,C
3014,Raw Power,195610,C
3015,Cinematography,195718,C
3016,Baduizm,195830,C
3017,Chūichi Nagumo,195975,C
3018,Nothing's Shocking,195974,C
3019,Hooded crow,196110,C
3020,Prenuptial agreement,196117,C
3021,T-64,196228,C
3022,Non-coding RNA,196493,C
3023,Wardenclyffe Tower,196508,C
3024,Saint-Malo,196794,C
3025,Catharsis,197055,C
3026,German East Africa,197051,C
3027,Georgy Beregovoy,197155,C
3028,Borůvka's algorithm,197253,C
3029,Brian Walton (bishop),197255,C
3030,American Federation of Musicians,197356,C
3031,Suffer (album),197514,C
3032,François Christophe de Kellermann,197653,C
3033,International Solidarity Movement,197661,C
3034,Parquet,197654,C
3035,Bowdoin College,197798,C
3036,Ball bearing,198101,C
3037,Brazilian Intelligence Agency,198100,C
3038,Chinchilla,198290,C
3039,Naval Vessel Register,198479,C
3040,Royal Netherlands Navy,198478,C
3041,Chris Squire,198637,C
3042,Holy Roller,198635,C
3043,Greater white-fronted goose,198770,C
3044,CpG site,198951,C
3045,Bahia,199070,C
3046,John Taylor (Mormon),199400,C
3047,Barnacle goose,199527,C
3048,The Bell Jar,199525,C
3049,Episcopal see,199657,C
3050,Rock (geology),199661,C
3051,Lumbricus terrestris,199798,C
3052,Parallel Lines,199802,C
3053,Margery Allingham,199922,C
3054,Mickey Joe Harte,199929,C
3055,Bringing It All Back Home,200023,C
3056,Elektra Records,200142,C
3057,Hair loss,200129,C
3058,Red Rock Canyon National Conservation Area,200137,C
3059,Rolle's theorem,200305,C
3060,Sodium nitrate,200310,C
3061,Éliphas Lévi,200401,C
3062,Harry Martinson,200521,C
3063,Henry Yule,200518,C
3064,Lady Jessica,200525,C
3065,Johan Nygaardsvold,200821,C
3066,Greek War of Independence,200987,C
3067,Invasion,201124,C
3068,Kornilov affair,201253,C
3069,Steve Redgrave,201245,C
3070,Chicago (2002 film),201534,C
3071,Xvid,201544,C
3072,GBU-15,201675,C
3073,GBU-24 Paveway III,201671,C
3074,Mortise and tenon,201851,C
3075,WNEW-FM,201846,C
3076,Amr Moussa,201993,C
3077,The 400 Blows,202140,C
3078,Satay,202447,C
3079,First normal form,202564,C
3080,Richard Perle,202569,C
3081,Spectral density,202672,C
3082,Metamorphism,202831,C
3083,Temperate coniferous forest,203082,C
3084,1998 bombing of Iraq,203199,C
3085,Quark star,203200,C
3086,Abdullah I of Jordan,203513,C
3087,Geometric Brownian motion,203523,C
3088,Rama I,203795,C
3089,Chuck E. Cheese,203929,C
3090,Zsuzsanna Budapest,204076,C
3091,The Nine Chapters on the Mathematical Art,204207,C
3092,Siege of Kut,204525,C
3093,Northern Thai language,204761,C
3094,Drill,205126,C
3095,V (franchise),205384,C
3096,William Stanley (born 1548),205537,C
3097,Bushehr,205669,C
3098,Ross 154,205670,C
3099,Ross 248,205671,C
3100,George Moore (novelist),205928,C
3101,Package delivery,206102,C
3102,Stokes' law,206101,C
3103,Abolition of monarchy,206246,C
3104,Scania AB,206359,C
3105,Maria (given name),206567,C
3106,Presidential system,206578,C
3107,Antz,206845,C
3108,Sixteen Stone,206838,C
3109,Likud,206984,C
3110,USS Hornet (CV-8),207225,C
3111,Put–call parity,207387,C
3112,Elliptical galaxy,207619,C
3113,Spiral galaxy,207620,C
3114,The Dearborn Independent,207776,C
3115,USS Independence (1814),207910,C
3116,Estates General (France),208202,C
3117,Ten-code,208349,C
3118,Shaftesbury,208480,C
3119,Ibrahim of the Ottoman Empire,208591,C
3120,Mehmed IV,208592,C
3121,Flax in New Zealand,208716,C
3122,Carleton University,209134,C
3123,"Bolingbroke, Lincolnshire",209369,C
3124,Charles Edison,209522,C
3125,Belladonna (band),210054,C
3126,Patricia Neal,210214,C
3127,Professional Golfers' Association of America,210498,C
3128,Wynton Marsalis,210483,C
3129,Declarative programming,210648,C
3130,Monitor (warship),210640,C
3131,Phoenix Park Murders,210657,C
3132,"Aibonito, Puerto Rico",210841,C
3133,The Matrix Revolutions,210998,C
3134,Mississippi State University,211165,C
3135,Populism,211484,C
3136,Dilys Powell,211804,C
3137,Jack Lovelock,211930,C
3138,Lucifer (DC Comics),211933,C
3139,Ballistics,212094,C
3140,Diffuse sky radiation,212101,C
3141,Stunt,212087,C
3142,Henri de Saint-Simon,212384,C
3143,Meiobenthos,212379,C
3144,Tilde,212390,C
3145,Mike Harcourt,212676,C
3146,So I Married an Axe Murderer,212671,C
3147,The New Seekers,212991,C
3148,Back to the Future Part II,213270,C
3149,Frequentative,213274,C
3150,In the Mood for Love,213413,C
3151,Provinces of Spain,213409,C
3152,Solar updraft tower,213555,C
3153,1999 Atlanta day trading firm shootings,213859,C
3154,Phenylalanine hydroxylase,213841,C
3155,Very-long-baseline interferometry,214144,C
3156,Burned-over district,214272,C
3157,Sherbrooke,214284,C
3158,Wagtail,214424,C
3159,Stress testing (computing),214554,C
3160,Harmonic number,214729,C
3161,Sheol,214731,C
3162,Macropodidae,214993,C
3163,Tristram Hunt,215113,C
3164,Facial nerve,215260,C
3165,Meantime (album),215265,C
3166,Motherwell F.C.,215398,C
3167,Guayaquil,215586,C
3168,Henry Hazlitt,215751,C
3169,Five-Percent Nation,215905,C
3170,Ray Mabus,216156,C
3171,Chishti Order,216597,C
3172,Hutt Valley campaign,216603,C
3173,O'Reilly Media,216827,C
3174,Dodgeball,217291,C
3175,Self-modifying code,217647,C
3176,Septic tank,217773,C
3177,The Prime of Miss Jean Brodie (novel),217769,C
3178,"They Shoot Horses, Don't They? (film)",217776,C
3179,Muskegon River,218089,C
3180,IBM PS/2,218204,C
3181,Traditionalist Catholicism,218211,C
3182,Fly fishing,218754,C
3183,Isauria,218914,C
3184,Roman emperor,219117,C
3185,Population genetics,219268,C
3186,Convair,219411,C
3187,Australasian robin,219620,C
3188,Hypnerotomachia Poliphili,219616,C
3189,Crispin Blunt,219787,C
3190,Swedish People's Party of Finland,219789,C
3191,Iwi,219984,C
3192,Vivek Paul,220123,C
3193,Mrs Dalloway,220272,C
3194,Nuri al-Said,220603,C
3195,Pan-American Exposition,220890,C
3196,Software release life cycle,220901,C
3197,Kevin Kline,221558,C
3198,Hong Kong Basic Law,221841,C
3199,Kinglet,221847,C
3200,Meritage,222314,C
3201,Chris Evert,222469,C
3202,Strategy & Tactics,222467,C
3203,Francis Seymour Haden,222609,C
3204,Free reed aerophone,222612,C
3205,Diogenes of Apollonia,222779,C
3206,Ishmael,222788,C
3207,Tipperary Hill,223122,C
3208,John Cusack,223253,C
3209,Miasma theory,223250,C
3210,Skatepark,223431,C
3211,Iman (model),223632,C
3212,King C. Gillette,223720,C
3213,David Holmgren,223995,C
3214,Durango (city),224112,C
3215,Carinthia,224463,C
3216,PGA Championship,224616,C
3217,Pennines,224606,C
3218,Workers' Party (Brazil),224622,C
3219,Sherpa people,224737,C
3220,Land of Nod,225108,C
3221,GoboLinux,225563,C
3222,Tubuai,225560,C
3223,Dorothy Lamour,225860,C
3224,Sam Wanamaker,225866,C
3225,Sir,226158,C
3226,Brač,226332,C
3227,Cuirass,226507,C
3228,Pig (card game),226503,C
3229,Stephen Greenblatt,226510,C
3230,Chi-squared test,226680,C
3231,Pearson's chi-squared test,226676,C
3232,Minamoto no Yoshitsune,226812,C
3233,Open standard,227018,C
3234,Willy Messerschmitt,227037,C
3235,Scale-free network,227155,C
3236,Peter Muhlenberg,227463,C
3237,John Lennard-Jones,227618,C
3238,Automated Transfer Vehicle,227961,C
3239,Columbus (ISS module),227956,C
3240,XMM-Newton,227960,C
3241,Remote sensing,228148,C
3242,Georgian Dublin,228350,C
3243,George Jones,229023,C
3244,Maersk Air,229029,C
3245,Rarotonga,229035,C
3246,Bandersnatch,229145,C
3247,Jessie Matthews,229147,C
3248,James Stockdale,229405,C
3249,Paraná (state),229411,C
3250,First Servile War,229562,C
3251,Pierre Loti,229560,C
3252,Popularity,229719,C
3253,Royal court,229718,C
3254,Fractional calculus,229939,C
3255,Multiplicative inverse,229940,C
3256,Cross-cultural communication,230079,C
3257,Av (month),230230,C
3258,The Jewel in the Crown (TV series),230246,C
3259,Cheyenne Mountain Complex,230370,C
3260,Pumice,230364,C
3261,Bryde's whale,230517,C
3262,Pastoral council,230518,C
3263,Terezín,230519,C
3264,New Black Panther Party,230811,C
3265,Vincent D'Onofrio,231089,C
3266,CAN bus,231284,C
3267,Modified discrete cosine transform,231387,C
3268,Communications Security Establishment,231712,C
3269,Johnny Logan (singer),231718,C
3270,Iniencephaly,232047,C
3271,Lissencephaly,232048,C
3272,Cheongsam,232384,C
3273,Journey to the West,232367,C
3274,Unincorporated area,232346,C
3275,Fortress of Louisbourg,233101,C
3276,Glide bomb,233100,C
3277,Silica gel,233234,C
3278,Foreign policy,233404,C
3279,Delaware and Raritan Canal,233684,C
3280,Rockwell Kent,233683,C
3281,Fréchet space,233801,C
3282,Numerical stability,233807,C
3283,Wantage,233802,C
3284,Henry Adams,233934,C
3285,Pipe bomb,233935,C
3286,Team racing,233929,C
3287,Raymond A. Spruance,234106,C
3288,Sciatic nerve,234113,C
3289,Traffic congestion,234226,C
3290,William Hunter (anatomist),234337,C
3291,Korean Americans,234579,C
3292,Real tennis,234582,C
3293,Ashikaga Yoshitane,234711,C
3294,Chorlton-cum-Hardy,234842,C
3295,Social movement,234984,C
3296,Fiona Shaw,235319,C
3297,Michael Keaton,235323,C
3298,National Geospatial-Intelligence Agency,235520,C
3299,Counter-Reformation,236236,C
3300,Pioneer plaque,236268,C
3301,Paul H. O'Neill,236536,C
3302,Markov chain Monte Carlo,236801,C
3303,3DMark,236933,C
3304,Concert,236918,C
3305,Mystique (character),237080,C
3306,Bruce Almighty,237303,C
3307,Appius Claudius Caecus,237515,C
3308,Coracoid process,237505,C
3309,Seti I,237521,C
3310,Kitsune,237685,C
3311,Saccharomyces cerevisiae,237704,C
3312,Terrazzo,237680,C
3313,Counterintelligence,238030,C
3314,Abnormal psychology,238212,C
3315,Onsen,238353,C
3316,Tarring and feathering,238346,C
3317,James Montgomery Flagg,238492,C
3318,Ghostwriter,238777,C
3319,Newline,238775,C
3320,Butthole Surfers,239057,C
3321,Mojave Desert,239055,C
3322,Madge Oberholtzer,239213,C
3323,Field of the Cloth of Gold,239376,C
3324,Italian Wars,239500,C
3325,Knowledge base,239497,C
3326,Iago,239644,C
3327,Berenstain Bears,239758,C
3328,Louisville (NFL),239754,C
3329,Coherence (physics),240011,C
3330,Peter Gustav Lejeune Dirichlet,240002,C
3331,Mongol Empire,240146,C
3332,Alaska Highway,240433,C
3333,Stefano Franscini,240422,C
3334,Delusional parasitosis,240559,C
3335,Trygve Lie,240550,C
